Oil Grade,"Temperature
Deg C","Viscosity
(Ns/m2)","Heat capacity
(kJ/kg*0c)","Conductivity
(W/m2*0c)","Density
(kg/m2)"
ISO VG 68,9,0.446,1.828,0.1321,886.8
ISO VG 68,10,0.4107,1.832,0.132,886.2
ISO VG 68,11,0.3788,1.835,0.1319,885.5
ISO VG 68,12,0.3498,1.839,0.1319,884.9
ISO VG 68,13,0.3234,1.843,0.1318,884.3
ISO VG 68,14,0.2994,1.846,0.1317,883.7
ISO VG 68,15,0.2776,1.85,0.1317,883.1
ISO VG 68,16,0.2576,1.853,0.1316,882.4
ISO VG 68,17,0.2394,1.857,0.1315,881.8
ISO VG 68,18,0.2228,1.861,0.1314,881.2
ISO VG 68,19,0.2075,1.864,0.1314,880.6
ISO VG 68,20,0.1935,1.868,0.1313,880
ISO VG 68,21,0.1807,1.871,0.1312,879.4
ISO VG 68,22,0.1689,1.875,0.1312,878.8
ISO VG 68,23,0.158,1.879,0.1311,878.1
ISO VG 68,24,0.148,1.882,0.131,877.5
ISO VG 68,25,0.1388,1.886,0.1309,876.9
ISO VG 68,26,0.1303,1.889,0.1309,876.3
ISO VG 68,27,0.1224,1.893,0.1308,875.7
ISO VG 68,28,0.1151,1.897,0.1307,875.1
ISO VG 68,29,0.1083,1.9,0.1307,874.5
ISO VG 68,30,0.1021,1.904,0.1306,873.9
ISO VG 68,31,0.09627,1.907,0.1305,873.3
ISO VG 68,32,0.09087,1.911,0.1304,872.7
ISO VG 68,33,0.08585,1.915,0.1304,872.1
ISO VG 68,34,0.08118,1.918,0.1303,871.5
ISO VG 68,35,0.07683,1.922,0.1302,870.9
ISO VG 68,36,0.07277,1.926,0.1301,870.3
ISO VG 68,37,0.06898,1.929,0.1301,869.7
ISO VG 68,38,0.06544,1.933,0.13,869.1
ISO VG 68,39,0.06213,1.936,0.1299,868.5
ISO VG 68,40,0.05903,1.94,0.1299,867.9
ISO VG 68,41,0.05613,1.944,0.1298,867.3
ISO VG 68,42,0.05342,1.947,0.1297,866.7
ISO VG 68,43,0.05087,1.951,0.1296,866.1
ISO VG 68,44,0.04847,1.954,0.1296,865.5
ISO VG 68,45,0.04623,1.958,0.1295,864.9
ISO VG 68,46,0.04411,1.962,0.1294,864.3
ISO VG 68,47,0.04212,1.965,0.1294,863.7
ISO VG 68,48,0.04025,1.969,0.1293,863.1
ISO VG 68,49,0.03848,1.972,0.1292,862.5
ISO VG 68,50,0.03682,1.976,0.1291,861.9
ISO VG 68,51,0.03525,1.98,0.1291,861.3
ISO VG 68,52,0.03376,1.983,0.129,860.7
ISO VG 68,53,0.03236,1.987,0.1289,860.2
ISO VG 68,54,0.03104,1.991,0.1289,859.6
ISO VG 68,55,0.02978,1.994,0.1288,859
ISO VG 68,56,0.0286,1.998,0.1287,858.4
ISO VG 68,57,0.02747,2.001,0.1286,857.8
ISO VG 68,58,0.02641,2.005,0.1286,857.2
ISO VG 68,59,0.0254,2.009,0.1285,856.6
ISO VG 68,60,0.02444,2.012,0.1284,856.1
ISO VG 68,61,0.02352,2.016,0.1284,855.5
ISO VG 68,62,0.02266,2.019,0.1283,854.9
ISO VG 68,63,0.02184,2.023,0.1282,854.3
ISO VG 68,64,0.02105,2.027,0.1281,853.7
ISO VG 68,65,0.02031,2.03,0.1281,853.2
ISO VG 68,66,0.0196,2.034,0.128,852.6
ISO VG 68,67,0.01892,2.037,0.1279,852
ISO VG 68,68,0.01828,2.041,0.1279,851.4
ISO VG 68,69,0.01766,2.045,0.1278,850.8
ISO VG 68,70,0.01707,2.048,0.1277,850.3
ISO VG 68,71,0.01651,2.052,0.1276,849.7
ISO VG 68,72,0.01598,2.055,0.1276,849.1
ISO VG 68,73,0.01547,2.059,0.1275,848.6
ISO VG 68,74,0.01498,2.063,0.1274,848
ISO VG 68,75,0.01451,2.066,0.1274,847.4
ISO VG 68,76,0.01406,2.07,0.1273,846.8
ISO VG 68,77,0.01363,2.074,0.1272,846.3
ISO VG 68,78,0.01322,2.077,0.1271,845.7
ISO VG 68,79,0.01283,2.081,0.1271,845.1
ISO VG 68,80,0.01245,2.084,0.127,844.6
ISO VG 68,81,0.01209,2.088,0.1269,844
ISO VG 68,82,0.01174,2.092,0.1269,843.4
ISO VG 68,83,0.01141,2.095,0.1268,842.9
ISO VG 68,84,0.01109,2.099,0.1267,842.3
ISO VG 68,85,0.01078,2.102,0.1266,841.7
ISO VG 68,86,0.01049,2.106,0.1266,841.2
ISO VG 68,87,0.0102,2.11,0.1265,840.6
ISO VG 68,88,0.009929,2.113,0.1264,840
ISO VG 68,89,0.009666,2.117,0.1264,839.5
ISO VG 68,90,0.009413,2.12,0.1263,838.9
ISO VG 68,91,0.009169,2.124,0.1262,838.4
ISO VG 68,92,0.008935,2.128,0.1261,837.8
ISO VG 68,93,0.008708,2.131,0.1261,837.3
ISO VG 68,94,0.00849,2.135,0.126,836.7
ISO VG 68,95,0.00828,2.138,0.1259,836.1
ISO VG 68,96,0.008077,2.142,0.1258,835.6
ISO VG 68,97,0.007881,2.146,0.1258,835
ISO VG 68,98,0.007692,2.149,0.1257,834.5
ISO VG 68,99,0.00751,2.153,0.1256,833.9
ISO VG 68,100,0.007334,2.157,0.1256,833.4
ISO VG 68,101,0.007164,2.16,0.1255,832.8
ISO VG 68,102,0.006999,2.164,0.1254,832.3
ISO VG 68,103,0.00684,2.167,0.1253,831.7
ISO VG 68,104,0.006686,2.171,0.1253,831.2
ISO VG 68,105,0.006537,2.175,0.1252,830.6
ISO VG 68,106,0.006393,2.178,0.1251,830.1
ISO VG 68,107,0.006254,2.182,0.1251,829.5
ISO VG 68,108,0.006119,2.185,0.125,829
ISO VG 68,109,0.005989,2.189,0.1249,828.4
ISO VG 68,110,0.005862,2.193,0.1248,827.9
ISO VG 68,111,0.005739,2.196,0.1248,827.3
ISO VG 68,112,0.005621,2.2,0.1247,826.8
ISO VG 68,113,0.005505,2.203,0.1246,826.3
ISO VG 68,114,0.005394,2.207,0.1246,825.7
ISO VG 68,115,0.005285,2.211,0.1245,825.2
ISO VG 68,116,0.00518,2.214,0.1244,824.6
ISO VG 68,117,0.005078,2.218,0.1243,824.1
ISO VG 68,118,0.004979,2.221,0.1243,823.6
ISO VG 68,119,0.004883,2.225,0.1242,823
ISO VG 68,120,0.004789,2.229,0.1241,822.5
ISO VG 68,121,0.004698,2.232,0.1241,821.9
ISO VG 68,122,0.00461,2.236,0.124,821.4
ISO VG 68,123,0.004525,2.24,0.1239,820.9
ISO VG 68,124,0.004441,2.243,0.1238,820.3
ISO VG 68,125,0.00436,2.247,0.1238,819.8
ISO VG 68,126,0.004281,2.25,0.1237,819.3
ISO VG 68,127,0.004205,2.254,0.1236,818.7
ISO VG 68,128,0.00413,2.258,0.1236,818.2
ISO VG 68,129,0.004058,2.261,0.1235,817.7
ISO VG 68,130,0.003987,2.265,0.1234,817.2
ISO VG 68,131,0.003918,2.268,0.1233,816.6
ISO VG 68,132,0.003851,2.272,0.1233,816.1
ISO VG 68,133,0.003786,2.276,0.1232,815.6
ISO VG 68,134,0.003722,2.279,0.1231,815
ISO VG 68,135,0.00366,2.283,0.1231,814.5
ISO VG 68,136,0.0036,2.286,0.123,814
ISO VG 68,137,0.003541,2.29,0.1229,813.5
ISO VG 68,138,0.003484,2.294,0.1228,812.9
ISO VG 68,139,0.003428,2.297,0.1228,812.4
ISO VG 68,140,0.003373,2.301,0.1227,811.9
ISO VG 68,141,0.00332,2.304,0.1226,811.4
ISO VG 68,142,0.003268,2.308,0.1226,810.9
ISO VG 68,143,0.003218,2.312,0.1225,810.3
ISO VG 68,144,0.003168,2.315,0.1224,809.8
ISO VG 68,145,0.00312,2.319,0.1223,809.3
ISO VG 68,146,0.003073,2.323,0.1223,808.8
ISO VG 68,147,0.003027,2.326,0.1222,808.3
ISO VG 68,148,0.002982,2.33,0.1221,807.8
ISO VG 68,149,0.002938,2.333,0.122,807.2
ISO VG 68,150,0.002895,2.337,0.122,806.7
ISO VG 100,-10,4.277,1.753,0.1324,905.9
ISO VG 100,-9,3.821,1.756,0.1323,905.2
ISO VG 100,-8,3.421,1.76,0.1323,904.6
ISO VG 100,-7,3.068,1.763,0.1322,903.9
ISO VG 100,-6,2.756,1.767,0.1321,903.3
ISO VG 100,-5,2.481,1.771,0.132,902.7
ISO VG 100,-4,2.237,1.774,0.132,902
ISO VG 100,-3,2.021,1.778,0.1319,901.4
ISO VG 100,-2,1.829,1.781,0.1318,900.7
ISO VG 100,-1,1.658,1.785,0.1318,900.1
ISO VG 100,0,1.505,1.789,0.1317,899.5
ISO VG 100,1,1.368,1.792,0.1316,898.8
ISO VG 100,2,1.246,1.796,0.1315,898.2
ISO VG 100,3,1.137,1.799,0.1315,897.6
ISO VG 100,4,1.038,1.803,0.1314,896.9
ISO VG 100,5,0.9499,1.807,0.1313,896.3
ISO VG 100,6,0.8703,1.81,0.1313,895.7
ISO VG 100,7,0.7984,1.814,0.1312,895.1
ISO VG 100,8,0.7335,1.817,0.1311,894.4
ISO VG 100,9,0.6748,1.821,0.131,893.8
ISO VG 100,10,0.6216,1.824,0.131,893.2
ISO VG 100,11,0.5734,1.828,0.1309,892.6
ISO VG 100,12,0.5295,1.832,0.1308,891.9
ISO VG 100,13,0.4896,1.835,0.1308,891.3
ISO VG 100,14,0.4533,1.839,0.1307,890.7
ISO VG 100,15,0.4202,1.842,0.1306,890.1
ISO VG 100,16,0.39,1.846,0.1305,889.4
ISO VG 100,17,0.3623,1.85,0.1305,888.8
ISO VG 100,18,0.337,1.853,0.1304,888.2
ISO VG 100,19,0.3138,1.857,0.1303,887.6
ISO VG 100,20,0.2925,1.86,0.1303,887
ISO VG 100,21,0.273,1.864,0.1302,886.3
ISO VG 100,22,0.255,1.868,0.1301,885.7
ISO VG 100,23,0.2385,1.871,0.13,885.1
ISO VG 100,24,0.2232,1.875,0.13,884.5
ISO VG 100,25,0.2092,1.878,0.1299,883.9
ISO VG 100,26,0.1962,1.882,0.1298,883.3
ISO VG 100,27,0.1841,1.886,0.1298,882.6
ISO VG 100,28,0.173,1.889,0.1297,882
ISO VG 100,29,0.1627,1.893,0.1296,881.4
ISO VG 100,30,0.1532,1.896,0.1296,880.8
ISO VG 100,31,0.1443,1.9,0.1295,880.2
ISO VG 100,32,0.1361,1.904,0.1294,879.6
ISO VG 100,33,0.1284,1.907,0.1293,879
ISO VG 100,34,0.1213,1.911,0.1293,878.4
ISO VG 100,35,0.1146,1.914,0.1292,877.8
ISO VG 100,36,0.1085,1.918,0.1291,877.2
ISO VG 100,37,0.1027,1.922,0.1291,876.6
ISO VG 100,38,0.09729,1.925,0.129,876
ISO VG 100,39,0.09224,1.929,0.1289,875.4
ISO VG 100,40,0.08752,1.932,0.1288,874.7
ISO VG 100,41,0.08311,1.936,0.1288,874.1
ISO VG 100,42,0.07897,1.94,0.1287,873.5
ISO VG 100,43,0.07509,1.943,0.1286,872.9
ISO VG 100,44,0.07145,1.947,0.1286,872.3
ISO VG 100,45,0.06802,1.95,0.1285,871.7
ISO VG 100,46,0.06481,1.954,0.1284,871.1
ISO VG 100,47,0.06179,1.957,0.1283,870.5
ISO VG 100,48,0.05894,1.961,0.1283,869.9
ISO VG 100,49,0.05626,1.965,0.1282,869.4
ISO VG 100,50,0.05373,1.968,0.1281,868.8
ISO VG 100,51,0.05135,1.972,0.1281,868.2
ISO VG 100,52,0.0491,1.975,0.128,867.6
ISO VG 100,53,0.04698,1.979,0.1279,867
ISO VG 100,54,0.04497,1.983,0.1278,866.4
ISO VG 100,55,0.04308,1.986,0.1278,865.8
ISO VG 100,56,0.04128,1.99,0.1277,865.2
ISO VG 100,57,0.03958,1.993,0.1276,864.6
ISO VG 100,58,0.03797,1.997,0.1276,864
ISO VG 100,59,0.03645,2.001,0.1275,863.4
ISO VG 100,60,0.035,2.004,0.1274,862.8
ISO VG 100,61,0.03362,2.008,0.1273,862.3
ISO VG 100,62,0.03232,2.011,0.1273,861.7
ISO VG 100,63,0.03108,2.015,0.1272,861.1
ISO VG 100,64,0.0299,2.019,0.1271,860.5
ISO VG 100,65,0.02878,2.022,0.1271,859.9
ISO VG 100,66,0.02772,2.026,0.127,859.3
ISO VG 100,67,0.0267,2.029,0.1269,858.8
ISO VG 100,68,0.02573,2.033,0.1268,858.2
ISO VG 100,69,0.02481,2.037,0.1268,857.6
ISO VG 100,70,0.02393,2.04,0.1267,857
ISO VG 100,71,0.02309,2.044,0.1266,856.4
ISO VG 100,72,0.02229,2.047,0.1266,855.9
ISO VG 100,73,0.02153,2.051,0.1265,855.3
ISO VG 100,74,0.0208,2.055,0.1264,854.7
ISO VG 100,75,0.0201,2.058,0.1264,854.1
ISO VG 100,76,0.01943,2.062,0.1263,853.5
ISO VG 100,77,0.0188,2.065,0.1262,853
ISO VG 100,78,0.01818,2.069,0.1261,852.4
ISO VG 100,79,0.0176,2.073,0.1261,851.8
ISO VG 100,80,0.01704,2.076,0.126,851.3
ISO VG 100,81,0.0165,2.08,0.1259,850.7
ISO VG 100,82,0.01599,2.083,0.1259,850.1
ISO VG 100,83,0.01549,2.087,0.1258,849.5
ISO VG 100,84,0.01502,2.091,0.1257,849
ISO VG 100,85,0.01456,2.094,0.1256,848.4
ISO VG 100,86,0.01413,2.098,0.1256,847.8
ISO VG 100,87,0.01371,2.101,0.1255,847.3
ISO VG 100,88,0.0133,2.105,0.1254,846.7
ISO VG 100,89,0.01291,2.108,0.1254,846.1
ISO VG 100,90,0.01254,2.112,0.1253,845.6
ISO VG 100,91,0.01218,2.116,0.1252,845
ISO VG 100,92,0.01184,2.119,0.1251,844.4
ISO VG 100,93,0.0115,2.123,0.1251,843.9
ISO VG 100,94,0.01118,2.126,0.125,843.3
ISO VG 100,95,0.01088,2.13,0.1249,842.8
ISO VG 100,96,0.01058,2.134,0.1249,842.2
ISO VG 100,97,0.01029,2.137,0.1248,841.6
ISO VG 100,98,0.01002,2.141,0.1247,841.1
ISO VG 100,99,0.009748,2.144,0.1246,840.5
ISO VG 100,100,0.009491,2.148,0.1246,840
ISO VG 100,101,0.009242,2.152,0.1245,839.4
ISO VG 100,102,0.009002,2.155,0.1244,838.9
ISO VG 100,103,0.00877,2.159,0.1244,838.3
ISO VG 100,104,0.008546,2.162,0.1243,837.8
ISO VG 100,105,0.008329,2.166,0.1242,837.2
ISO VG 100,106,0.00812,2.17,0.1241,836.7
ISO VG 100,107,0.007918,2.173,0.1241,836.1
ISO VG 100,108,0.007722,2.177,0.124,835.5
ISO VG 100,109,0.007532,2.18,0.1239,835
ISO VG 100,110,0.007349,2.184,0.1239,834.5
ISO VG 100,111,0.007171,2.188,0.1238,833.9
ISO VG 100,112,0.006999,2.191,0.1237,833.4
ISO VG 100,113,0.006832,2.195,0.1236,832.8
ISO VG 100,114,0.006671,2.198,0.1236,832.3
ISO VG 100,115,0.006514,2.202,0.1235,831.7
ISO VG 100,116,0.006362,2.206,0.1234,831.2
ISO VG 100,117,0.006215,2.209,0.1234,830.6
ISO VG 100,118,0.006072,2.213,0.1233,830.1
ISO VG 100,119,0.005934,2.216,0.1232,829.5
ISO VG 100,120,0.005799,2.22,0.1232,829
ISO VG 100,121,0.005669,2.224,0.1231,828.5
ISO VG 100,122,0.005542,2.227,0.123,827.9
ISO VG 100,123,0.005419,2.231,0.1229,827.4
ISO VG 100,124,0.0053,2.234,0.1229,826.8
ISO VG 100,125,0.005184,2.238,0.1228,826.3
ISO VG 100,126,0.005071,2.241,0.1227,825.8
ISO VG 100,127,0.004961,2.245,0.1227,825.2
ISO VG 100,128,0.004854,2.249,0.1226,824.7
ISO VG 100,129,0.004751,2.252,0.1225,824.2
ISO VG 100,130,0.00465,2.256,0.1224,823.6
ISO VG 100,131,0.004552,2.259,0.1224,823.1
ISO VG 100,132,0.004456,2.263,0.1223,822.6
ISO VG 100,133,0.004363,2.267,0.1222,822
ISO VG 100,134,0.004273,2.27,0.1222,821.5
ISO VG 100,135,0.004184,2.274,0.1221,821
ISO VG 100,136,0.004099,2.277,0.122,820.4
ISO VG 100,137,0.004015,2.281,0.1219,819.9
ISO VG 100,138,0.003934,2.285,0.1219,819.4
ISO VG 100,139,0.003854,2.288,0.1218,818.9
ISO VG 100,140,0.003777,2.292,0.1217,818.3
ISO VG 100,141,0.003701,2.295,0.1217,817.8
ISO VG 100,142,0.003628,2.299,0.1216,817.3
ISO VG 100,143,0.003556,2.303,0.1215,816.8
ISO VG 100,144,0.003486,2.306,0.1214,816.2
ISO VG 100,145,0.003418,2.31,0.1214,815.7
ISO VG 100,146,0.003352,2.313,0.1213,815.2
ISO VG 100,147,0.003287,2.317,0.1212,814.7
ISO VG 100,148,0.003223,2.321,0.1212,814.2
ISO VG 100,149,0.003161,2.324,0.1211,813.6
ISO VG 100,150,0.003101,2.328,0.121,813.1
ISO VG 150,0,2.718,1.782,0.1307,906.5
ISO VG 150,1,2.461,1.785,0.1306,905.9
ISO VG 150,2,2.232,1.789,0.1305,905.2
ISO VG 150,3,2.027,1.792,0.1304,904.6
ISO VG 150,4,1.844,1.796,0.1304,904
ISO VG 150,5,1.679,1.799,0.1303,903.3
ISO VG 150,6,1.531,1.803,0.1302,902.7
ISO VG 150,7,1.398,1.807,0.1302,902.1
ISO VG 150,8,1.279,1.81,0.1301,901.4
ISO VG 150,9,1.171,1.814,0.13,900.8
ISO VG 150,10,1.073,1.817,0.13,900.2
ISO VG 150,11,0.9851,1.821,0.1299,899.5
ISO VG 150,12,0.9053,1.825,0.1298,898.9
ISO VG 150,13,0.8331,1.828,0.1297,898.3
ISO VG 150,14,0.7675,1.832,0.1297,897.6
ISO VG 150,15,0.708,1.835,0.1296,897
ISO VG 150,16,0.6538,1.839,0.1295,896.4
ISO VG 150,17,0.6045,1.842,0.1295,895.7
ISO VG 150,18,0.5595,1.846,0.1294,895.1
ISO VG 150,19,0.5185,1.85,0.1293,894.5
ISO VG 150,20,0.481,1.853,0.1292,893.9
ISO VG 150,21,0.4467,1.857,0.1292,893.2
ISO VG 150,22,0.4153,1.86,0.1291,892.6
ISO VG 150,23,0.3865,1.864,0.129,892
ISO VG 150,24,0.3601,1.867,0.129,891.4
ISO VG 150,25,0.3358,1.871,0.1289,890.8
ISO VG 150,26,0.3135,1.875,0.1288,890.1
ISO VG 150,27,0.293,1.878,0.1288,889.5
ISO VG 150,28,0.274,1.882,0.1287,888.9
ISO VG 150,29,0.2566,1.885,0.1286,888.3
ISO VG 150,30,0.2405,1.889,0.1285,887.7
ISO VG 150,31,0.2256,1.893,0.1285,887.1
ISO VG 150,32,0.2118,1.896,0.1284,886.5
ISO VG 150,33,0.199,1.9,0.1283,885.8
ISO VG 150,34,0.1872,1.903,0.1283,885.2
ISO VG 150,35,0.1762,1.907,0.1282,884.6
ISO VG 150,36,0.166,1.91,0.1281,884
ISO VG 150,37,0.1566,1.914,0.128,883.4
ISO VG 150,38,0.1478,1.918,0.128,882.8
ISO VG 150,39,0.1396,1.921,0.1279,882.2
ISO VG 150,40,0.132,1.925,0.1278,881.6
ISO VG 150,41,0.1248,1.928,0.1278,881
ISO VG 150,42,0.1182,1.932,0.1277,880.4
ISO VG 150,43,0.112,1.936,0.1276,879.8
ISO VG 150,44,0.1062,1.939,0.1276,879.2
ISO VG 150,45,0.1008,1.943,0.1275,878.6
ISO VG 150,46,0.09569,1.946,0.1274,877.9
ISO VG 150,47,0.09093,1.95,0.1273,877.3
ISO VG 150,48,0.08647,1.953,0.1273,876.7
ISO VG 150,49,0.08228,1.957,0.1272,876.1
ISO VG 150,50,0.07835,1.961,0.1271,875.5
ISO VG 150,51,0.07466,1.964,0.1271,875
ISO VG 150,52,0.07118,1.968,0.127,874.4
ISO VG 150,53,0.06791,1.971,0.1269,873.8
ISO VG 150,54,0.06483,1.975,0.1268,873.2
ISO VG 150,55,0.06193,1.978,0.1268,872.6
ISO VG 150,56,0.0592,1.982,0.1267,872
ISO VG 150,57,0.05661,1.986,0.1266,871.4
ISO VG 150,58,0.05418,1.989,0.1266,870.8
ISO VG 150,59,0.05187,1.993,0.1265,870.2
ISO VG 150,60,0.0497,1.996,0.1264,869.6
ISO VG 150,61,0.04764,2,0.1264,869
ISO VG 150,62,0.04569,2.004,0.1263,868.4
ISO VG 150,63,0.04384,2.007,0.1262,867.8
ISO VG 150,64,0.04209,2.011,0.1261,867.3
ISO VG 150,65,0.04043,2.014,0.1261,866.7
ISO VG 150,66,0.03885,2.018,0.126,866.1
ISO VG 150,67,0.03736,2.021,0.1259,865.5
ISO VG 150,68,0.03593,2.025,0.1259,864.9
ISO VG 150,69,0.03458,2.029,0.1258,864.3
ISO VG 150,70,0.0333,2.032,0.1257,863.7
ISO VG 150,71,0.03207,2.036,0.1256,863.2
ISO VG 150,72,0.03091,2.039,0.1256,862.6
ISO VG 150,73,0.0298,2.043,0.1255,862
ISO VG 150,74,0.02874,2.047,0.1254,861.4
ISO VG 150,75,0.02774,2.05,0.1254,860.8
ISO VG 150,76,0.02677,2.054,0.1253,860.3
ISO VG 150,77,0.02586,2.057,0.1252,859.7
ISO VG 150,78,0.02498,2.061,0.1252,859.1
ISO VG 150,79,0.02414,2.064,0.1251,858.5
ISO VG 150,80,0.02334,2.068,0.125,858
ISO VG 150,81,0.02257,2.072,0.1249,857.4
ISO VG 150,82,0.02184,2.075,0.1249,856.8
ISO VG 150,83,0.02114,2.079,0.1248,856.2
ISO VG 150,84,0.02047,2.082,0.1247,855.7
ISO VG 150,85,0.01982,2.086,0.1247,855.1
ISO VG 150,86,0.01921,2.089,0.1246,854.5
ISO VG 150,87,0.01861,2.093,0.1245,854
ISO VG 150,88,0.01805,2.097,0.1244,853.4
ISO VG 150,89,0.0175,2.1,0.1244,852.8
ISO VG 150,90,0.01698,2.104,0.1243,852.3
ISO VG 150,91,0.01648,2.107,0.1242,851.7
ISO VG 150,92,0.01599,2.111,0.1242,851.1
ISO VG 150,93,0.01553,2.115,0.1241,850.6
ISO VG 150,94,0.01508,2.118,0.124,850
ISO VG 150,95,0.01465,2.122,0.124,849.4
ISO VG 150,96,0.01424,2.125,0.1239,848.9
ISO VG 150,97,0.01384,2.129,0.1238,848.3
ISO VG 150,98,0.01346,2.132,0.1237,847.7
ISO VG 150,99,0.01309,2.136,0.1237,847.2
ISO VG 150,100,0.01273,2.14,0.1236,846.6
ISO VG 150,101,0.01239,2.143,0.1235,846.1
ISO VG 150,102,0.01206,2.147,0.1235,845.5
ISO VG 150,103,0.01174,2.15,0.1234,845
ISO VG 150,104,0.01144,2.154,0.1233,844.4
ISO VG 150,105,0.01114,2.158,0.1232,843.8
ISO VG 150,106,0.01085,2.161,0.1232,843.3
ISO VG 150,107,0.01058,2.165,0.1231,842.7
ISO VG 150,108,0.01031,2.168,0.123,842.2
ISO VG 150,109,0.01005,2.172,0.123,841.6
ISO VG 150,110,0.009801,2.175,0.1229,841.1
ISO VG 150,111,0.009559,2.179,0.1228,840.5
ISO VG 150,112,0.009326,2.183,0.1228,840
ISO VG 150,113,0.009101,2.186,0.1227,839.4
ISO VG 150,114,0.008883,2.19,0.1226,838.9
ISO VG 150,115,0.008672,2.193,0.1225,838.3
ISO VG 150,116,0.008467,2.197,0.1225,837.8
ISO VG 150,117,0.00827,2.2,0.1224,837.2
ISO VG 150,118,0.008078,2.204,0.1223,836.7
ISO VG 150,119,0.007893,2.208,0.1223,836.1
ISO VG 150,120,0.007714,2.211,0.1222,835.6
ISO VG 150,121,0.00754,2.215,0.1221,835
ISO VG 150,122,0.007372,2.218,0.1221,834.5
ISO VG 150,123,0.007208,2.222,0.122,834
ISO VG 150,124,0.007051,2.226,0.1219,833.4
ISO VG 150,125,0.006897,2.229,0.1218,832.9
ISO VG 150,126,0.006749,2.233,0.1218,832.3
ISO VG 150,127,0.006605,2.236,0.1217,831.8
ISO VG 150,128,0.006465,2.24,0.1216,831.2
ISO VG 150,129,0.00633,2.243,0.1216,830.7
ISO VG 150,130,0.006199,2.247,0.1215,830.2
ISO VG 150,131,0.006071,2.251,0.1214,829.6
ISO VG 150,132,0.005948,2.254,0.1213,829.1
ISO VG 150,133,0.005828,2.258,0.1213,828.6
ISO VG 150,134,0.005712,2.261,0.1212,828
ISO VG 150,135,0.005599,2.265,0.1211,827.5
ISO VG 150,136,0.00549,2.269,0.1211,827
ISO VG 150,137,0.005384,2.272,0.121,826.4
ISO VG 150,138,0.005281,2.276,0.1209,825.9
ISO VG 150,139,0.005182,2.279,0.1209,825.4
ISO VG 150,140,0.005085,2.283,0.1208,824.8
ISO VG 150,141,0.004991,2.286,0.1207,824.3
ISO VG 150,142,0.0049,2.29,0.1206,823.8
ISO VG 150,143,0.004812,2.294,0.1206,823.2
ISO VG 150,144,0.004726,2.297,0.1205,822.7
ISO VG 150,145,0.004643,2.301,0.1204,822.2
ISO VG 150,146,0.004563,2.304,0.1204,821.7
ISO VG 150,147,0.004484,2.308,0.1203,821.1
ISO VG 150,148,0.004409,2.311,0.1202,820.6
ISO VG 150,149,0.004336,2.315,0.1201,820.1
ISO VG 150,150,0.004264,2.319,0.1201,819.6
ISO VG 220,0,4.652,1.78,0.1304,908.5
ISO VG 220,1,4.193,1.783,0.1303,907.9
ISO VG 220,2,3.785,1.787,0.1302,907.3
ISO VG 220,3,3.422,1.79,0.1302,906.6
ISO VG 220,4,3.097,1.794,0.1301,906
ISO VG 220,5,2.808,1.797,0.13,905.3
ISO VG 220,6,2.549,1.801,0.1299,904.7
ISO VG 220,7,2.318,1.805,0.1299,904.1
ISO VG 220,8,2.11,1.808,0.1298,903.4
ISO VG 220,9,1.924,1.812,0.1297,902.8
ISO VG 220,10,1.756,1.815,0.1297,902.2
ISO VG 220,11,1.605,1.819,0.1296,901.5
